pbt3/p03.pddl,140,330,5814,15,0,160,15,0,81,15
pbt3/p06.pddl,140,247,2503,8,0,28,8,0,20,8
pbt3/p10.pddl,140,1067,46346,24,0,101,24,0,87,24
